img1,img2,img3,img4,img5,img6,img7,img8,img9,img10,img11,img12,img13,img14,img15,img16,img17,img18,img19,img20,img21,img22,img23,img24,img25,img26,img27,img28,img29,img30,img31,img32,img33,img34,img35,img36,img37
0.11164319724366756,0.9400380508997968,0.9641874326015873,2.309273970980617,-1.1098778843597135,-2.4768284686429145,0.1136680352512558,-1.160902025350305,0.032550260544724985,0.9653427794172931,1.2850062316941528,0.43060350870283237,0.24293657952205194,0.07433440889889109,-1.3823363883849193,0.060923255298190426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.29913811391991185,-0.6926732872718322,0.2883001800508165,-0.04644581241707435,-1.2031384620015357,0.16914448369560464,-0.6979807315137272,0.9919730363269732,-0.04653545124602765,0.4592117584955613,0.25510007388900036,-0.6460912692258605,0.5104175810002198,-1.1265787244012708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.2308609719635935,0.44555088036881507,1.5830410081891442,0.9269192050338741,0.30220611630146266,-1.8699370470585084,1.5269526033505514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.3802720686450014,-3.710303446137553,2.8636769027492868,-0.21897684069480494,-0.8230474692150676,1.1978289733400995,-0.5198769742360714,-0.07304428244383399,-1.137473053816887,-0.6388901439872914,-1.6119135236672344,1.5419416490353992,-0.032236313921631954,-0.739152320418218,1.117300877360841,-0.37530334338355154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3045809733579308,1.1431108160344499,0.9329904987666211,2.370352029969988,1.2510879740097725,2.8573342244621713,0.8584002812590343,-0.5023458465234372,0.15105365587671038,-0.8654951637194834,-0.01348223862573672,1.9596053629816899,0.025609197352047808,-1.538740674937264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.0177975572529165,0.812658583456555,-1.8487373732910104,0.44246663731836655,-0.5806284237382782,0.9152148356647958,-2.117496414340576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.06720968426658747,-0.2656979263252772,-0.3748353953155723,0.30449168189773257,1.902695473165183,-0.9642262963278676,0.1261148609330478,-0.5173552941801223,0.9139054238146169,0.5132833203753879,1.723451814249037,-2.620041197625987,0.43501341388145676,-0.754280593820297,-1.1556095682427228,0.992188625337957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.3656739489961018,-0.8043311666741468,0.9901808526856275,0.8065343720758031,0.7254809026697826,-1.5555630375729623,0.574277190107372,0.7807830316639475,-0.09247399631299213,0.38891429404276234,0.5043505694754273,-0.1642302411209675,0.025239228552242032,0.12179262031023796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.5493028267349018,1.7810723537119033,-1.1191830619526675,1.361950531255693,0.18858854057892227,-1.5522231921136727,-0.37249104173446757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1376335059030698,-0.228435662867847,0.5168104187579665,0.27067437834398067,-0.4866118740843328,0.09799173173320419,-0.5761109033768221,-0.5076344070868757,-0.07150501773050877,1.0099546200520253,1.4135403501981818,-0.541215169254551,2.356032770128823,-0.7857015663099896,1.138210630122944,2.1241380312590907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
