img1,img2,img3,img4,img5,img6,img7,img8,img9,img10,img11,img12,img13,img14,img15,img16,img17,img18,img19,img20,img21,img22,img23,img24,img25,img26,img27,img28,img29,img30,img31,img32,img33,img34,img35,img36,img37
-1.239141964810675,1.4988908142543753,0.18963831948578136,-2.92962786878891,-0.7900906118978117,-2.4780412617878325,0.9886373188214064,2.3226960416425273,-1.337393683808406,-0.5236182219612475,3.296017607335763,-0.008937913922689944,0.5744054756101207,-0.4586970755250208,-2.031613300286403,-1.3282241712762843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.4738908826937456,-1.7753693461700868,2.0182712286103017,0.08756262637698953,-0.13659621505955144,0.9635928000472269,0.07436394047092598,0.4755346322862257,-1.8877566700696153,-1.6017588412609056,1.0759325408438123,2.912137674347079,-0.5053723970822928,-0.06266728143886269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7324570208830545,0.878623706009102,-3.116103506246529,0.7049585429906413,2.9812277577509807,-0.2876555093265196,-0.8023913243530307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.5747378554147513,-2.062863419778326,3.9550586302962216,-3.6648769575365776,-6.586026964282631,1.3690822555194941,3.7643341068523206,3.9621353203677465,-1.4497169139205077,-8.435166504101556,2.7587399035056634,-4.45396322410441,3.8193138829335673,-3.3479953008899095,1.6127934510135127,3.1886941060572376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.3985286064202,-6.506146676509861,-0.26672711582642705,1.7597373715504965,-5.126099028933256,2.003308878853872,1.8085643922959953,-4.672224215050383,-8.855239461190678,0.9026718444878661,-0.8685729574851813,-1.255512533282861,3.4387486411700614,1.1596364025370889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0579196331680265,2.4042624979574985,-2.694261394896852,0.5190398872830713,1.727433837494516,4.436106938216941,0.6245442243931123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.3493693397190989,0.9668550681819115,-1.012573510733418,-0.7757656408633671,-0.2735105353884979,-0.8498845180667076,0.09615761406221246,0.5437885676022631,-1.3071562390352365,0.3904807462461637,1.610852540698084,-0.3621803393800356,1.8306447149962253,0.2193791269408143,-1.0788189782074342,-0.8353096143280241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.9738456299656586,-1.5481457765659687,2.0455339612300616,0.07918233168300226,0.29591497622038165,0.4457351835263532,-0.8962990851015666,-0.4355267379000165,-1.147745189648656,-0.27376698040182657,1.654988922344784,0.8897817963500252,-1.249124134417785,-1.0372243057556645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.9725319571040618,-0.3962307990360383,-0.7406718319431178,0.15981542385828273,1.5435361511168049,-0.08152528959973537,0.879495393896395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.361751962013285,5.785539434441155,-2.664405691165829,-2.272884339051787,-3.557289621399315,-5.862095164031777,1.2792977567756587,4.380864284455697,-1.1180453415784903,-5.298508706506617,0.9314967707584216,-3.146569842125544,7.925495196541863,-4.532013631307899,2.0393499290281802,-4.789644608965681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.7052306925420133,-4.037800342565239,0.2938467896679988,-0.6089765472738229,0.5455267473440522,4.0374253952655295,2.479610056490465,-4.352375204159596,-8.760088881252502,1.6973383565715743,-0.3759777915596523,1.1281611644695744,0.9968442387805077,0.03329579148494588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.028335804620426,-0.19306286368226822,0.03071342593070625,0.17101820434314163,3.3766170545119927,-1.2856218072123724,8.761566636911635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.013275256706340777,1.9993551257889948,-2.3918640173798593,-0.9305210495628158,-1.8846149045520049,-0.9510705873490282,-1.073214889759703,-0.47072979000972737,-1.3814487119261414,0.23509442077082987,-0.8968698660758747,-1.7415295131062982,2.5751437636674286,1.5720742827289351,-1.613944108139116,0.30130706674512986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.18187066682315134,0.40895705055772247,2.354264702034988,0.323106807687938,1.02672994221596,-1.0004718726480615,-0.5713735851081649,-1.1983461021642192,1.4827844653439364,-1.0230649762268982,-1.421446131325946,0.6901919317222864,0.3651290998011225,0.9563207882962086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.9262229273702474,0.38900077834746494,-1.9953759078337439,0.8663669853427516,1.9295698311047378,0.3352990447768329,0.640371588747211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.5577262896053474,2.351267862229504,0.27190328639171923,-3.6958131146917075,-0.8429036417409961,-2.0257535717847954,-0.7177416091284039,1.0514167082032762,-1.2762479431655187,-2.1593661878051362,1.400710002909114,-0.3974978029586653,2.075317095783208,2.165619517118799,-2.0686341194588778,1.3783238995634832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.5205960257915958,0.47034159199554626,3.9213694161631665,0.7575713307329508,-2.592748623653977,0.4044049052956966,0.013917665223818432,-2.5050099549445015,-1.0166128795256597,1.1686035013131004,1.398585308553372,1.5023417990600008,-1.1280579509300992,-0.9012084409714678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3996777090205557,-2.156445685694602,-0.5267622831479404,1.878393329563381,0.0648792224113457,0.02198815085753658,1.3924938226096586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.13737090315623046,2.3358280939081357,-2.434839297607091,-4.7669483233877425,-0.2250546284228383,1.0732428831983984,1.8327530298599264,2.6356658483354227,-4.125188711301133,-3.29703155045489,1.6198911251983361,-1.469744617422366,3.5690578486242046,1.8777747289893423,-0.8902587204422616,-2.5026910939223335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.056503191894124,0.45163976100452796,1.8900153404053146,1.2459872086616706,-1.7916235862721157,3.2396517411517607,0.19113080565993812,-1.4296705367837657,-1.7780114185646179,-2.4145579239721817,-0.1394274393039172,0.7580773709452266,-1.0248333464984665,-0.6134949108049597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.8250040984255493,0.056610905768011754,-1.1187290571040034,0.7152768819464335,5.615844897830431,0.5905869399387687,1.2289415605263798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.7891009542375418,-1.58016433179972,-6.153734996342555,-7.520515075957617,-0.307824383419522,-5.018495877131629,2.2410951566221406,8.291490099677674,-3.709294233688432,-6.7476811931279075,2.1004723291817644,3.425795365193798,-2.6765188367065065,2.2548794861708252,-3.261094902860613,-4.472204133083981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.8180212655752772,0.756058110281888,1.5420773666919185,2.9769124564201803,2.2307623019428444,7.9152044778528055,1.5588954719337398,0.6589682638051713,-1.5501458797481966,0.769636308485536,3.524729745316799,0.9564994504068913,-0.22295637558057813,2.669618819550154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.5431275737404455,0.9919960447938525,-1.428234004703084,3.4138984948099473,1.5740554129246291,-0.6560204921033375,-1.397910652255641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
